,ma_san_pham,prediction,binh_luan,ten_san_pham,diem_trung_binh,prediction_label
2685,422201700,0,"Mask sệt, thơm trà xanh, mùi dễ chịu, dễ thoa lên da, rửa hơi mất thời gian. Da sạch, mịn màng và nhìn sáng hẳn sau khi đắp xong. Tuần mình đắp 2 lần, dùng được khoảng 2 tháng.",Mặt Nạ Some By Mi Đất Sét Trà Xanh Thu Nhỏ Lỗ Chân Lông 100g,4.4,positive
2686,308500004,0,"Mình đã dùng mặt nạ tràm trà này rất nhiều rồi. Sản phẩm dùng rất tốt, da đủ ẩm khi đắp xong mà còn giảm mụn rất hiệu quả",Mặt Nạ Naruko Tràm Trà Kiểm Soát Dầu Và Giảm Mụn 26ml,4.9,positive
2687,365000014,1,Không biết mặt nạ có tác dụng thải độc không mà mình đắp một lúc thấy mặt nóng bừng,"Mặt Nạ Foodaholic Vitamin B Dưỡng Ẩm, Se Lỗ Chân Lông 23g",4.6,negative
2688,422200002,0,"mặt nạ này dùng đúng đã lun, tối đắp xong sáng dậy nhìn da đỉnh thật ,bị nghiện em mn này rồi.",Mặt Nạ Sur.Medic+ Tinh Chất Glutathione Làm Sáng Da 30g,4.8,positive
2689,422202253,0,"mặt nạ dùng tốt, có giảm mụn",Mặt Nạ Naruko Ý Dĩ Nhân Đỏ Dưỡng Sáng Da 25ml (Mới),4.9,positive
2690,422209635,0,"Mặt nạ tốt, mùi dễ chịu, lượng chất ẩm vừa phải",Combo 10 Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23mlx10,4.6,positive
2691,251900024,0,mặt nạ xịn thiệt sự luôn,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,positive
2692,422206100,0,mặt nạ sử dụng rất tốt. tốt hơn mjk nghĩ nữa.,Mặt Nạ Foodaholic Arbutin Dưỡng Sáng & Làm Đều Màu Da 23ml,4.6,positive
2693,422203182,0,mặt nạ dùng rất tốt. đắp xong mai mặt đỡ dầu hẳn lun,"Mặt Nạ BNBG Tràm Trà Giúp Thải Độc Da, Giảm Mụn 30ml",4.9,positive
2694,422203182,0,"Mặt nạ xài rất tốt , đắp xog da mịn và trắng hẳn lên. Đặc biệt la da em nhạy cảm và đang dị ứng dắp tầm 3 miếng là hồi phục nhìu lun ạ .","Mặt Nạ BNBG Tràm Trà Giúp Thải Độc Da, Giảm Mụn 30ml",4.9,positive
2695,422203671,0,Lần đầu tiên có 1 loại mặt nạ Việt Nam mình rất hài lòng,Mặt Nạ Nghệ Hưng Yên Cocoon Giúp Da Rạng Rỡ Mịn Màng 30ml,4.9,positive
2696,386000042,0,"Mặt nạ ôm sát mặt, tinh chất đặc vừa phải. Đắp xong da sáng hơn hẳn, mịn màng thích lắm.",Mặt Nạ JMsolution Tổ Yến Dưỡng Ẩm Chuyên Sâu 30ml,5.0,positive
2697,308500015,1,Mặt nạ này lần đầu sử dụng mà da đã thật. Cứ sợ bị dị ứng ☺️. Làm liều mua về đắp thử xem ai ngờ công dụng,"Mặt Nạ Naruko Bạch Ngọc Lan Dưỡng Sáng, Săn Chắc Da 30ml",4.9,negative
2698,422205629,0,"mask đắp đã, dùng xong chừng 2 ngày cục mụn có thể nặn luôn :vvv","Mặt Nạ Dưỡng Da Some By Mi Cica Giảm Kích Ứng, Dịu Da 20g",4.9,positive
2699,422220080,0,Mặt nạ đắp đã ghiền lun á chời,"Combo 10 Mặt Nạ Sinh Học Emmié Phục Hồi, Dịu Da 23g",4.9,positive
2700,308500013,0,"Mặt nạ đắp hiệu quả thiệt, mình được bà chị cho 1 miếng về đắp thử. Mới đắp 1 lần mà da đã trắng sáng trông thấy rõ luôn.",Mặt Nạ Naruko Hoa Hồng Nhung Cấp Nước Cho Da 25ml,4.9,positive
2701,422206972,0,Mặt nạ đắp đã lắm lun mng ơi mình da thường thiên dầu đắp ổn ko kích ứng nha. Đắp xong đã mấy vết mụn đắp xong thấy lành nha. Đắp lâu nó mỏng dính lên mặt lột ra meeeee,"Mặt Nạ Sinh Học Emmié Phục Hồi, Dịu Da 23g",4.9,positive
2702,422207736,1,"mặt nạ đắp lên mát the nha, mới nổi mụn đắp vô là nó đỡ sưng đỏ với đau luôn.","Mặt Nạ Milaganics Tràm Trà Ngừa Mụn, Se Lỗ Chân Lông 60g",4.8,negative
2703,253900009,0,"Mặt nạ đắp xong cảm thấy da mịn hẳn, mát với không bị khô da. Sẽ mua lại nhé","Mặt Nạ Skin1004 Làm Dịu, Ngừa Mụn Chiết Xuất Rau Má 25ml",4.8,positive
2704,206700001,1,"Mình không biết nên đánh giá như thế nào về mặt nạ này luôn, lúc đắp thì nóng rát mặt, đắp xong thì da cũng có mịn và căng, nhưng khi mình rửa sạch bằng nước , tiếp tục apply serum và kem dưỡng ẩm lên da thì da mình bị kích ứng, ngứa đỏ toàn mặt. Sợ thật",Mặt Nạ Purederm Sủi Bọt Thải Độc Da 20g,4.4,negative
2705,365000015,0,Mặt nạ này đắp xong có cần rửa lại với nước kh ạ,Mặt Nạ Foodaholic Chiết Xuất Vitamin C Dưỡng Sáng Da 23g,4.6,positive
2706,422205162,0,mặt nạ đắp siêu thích luôn,Hộp 10 Miếng Mặt Nạ Naruko Hoa Hồng Nhung Cấp Nước 25ml/M,4.9,positive
2707,251900024,0,"Mọi ng nên mua nha, mặt nạ đắp thích lắm.","Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,positive
2708,422200182,0,mặt nạ này đắp bao xuất sắc mụn đắp lên là bớt đau rát giảm dầu nhờn tốt,"Mặt Nạ Derladie Cây Phỉ Giảm Mụn, Dưỡng Sáng Da 30ml",5.0,positive
2709,251900019,0,Mình thấy mặt nạ này đắp cũng ok nma ko thích mùi với chất liệu giấy thấy . Ai ko thích mùi giống hương liệu thì cân nhắc khi mua nhe dc cái giá rẻ,Mặt Nạ Rainbow L’affair Mật Ong Dưỡng Ẩm Da 25g,4.9,positive
2710,422212871,0,Mặt nạ đắp ổn ôm khít mặt ko châm chích,"Combo 10 Mặt Nạ Caryophy Giảm Mụn, Thâm & Dưỡng Ẩm Da 22g",5.0,positive
2711,386000008,0,"lần đầu tiên xài cái mặt nạ nó độc lạ vậy luôn chèn. Trong miếng mặt nạ chia làm 3 step, đắp xong da rất mềm mịn nha mấy bà, rất đáng thử.","Mặt Nạ JMsolution Dưỡng Ẩm, Sáng Da Từ Ngọc Trai 30ml",4.8,positive
2712,365000018,1,Mặt nạ cấp ẩm.tinh chất vừa phải.đắp xong da rất minh.da nhạy cảm không bị kích ứng.đã mua lại.,"Mặt Nạ Foodaholic Vitamin K Se Lỗ Chân Lông, Làm Dịu Da 23g",4.6,negative
2713,253900009,0,Mặt nạ này rất OK,"Mặt Nạ Skin1004 Làm Dịu, Ngừa Mụn Chiết Xuất Rau Má 25ml",4.8,positive
2714,308100018,0,Mặt nạ xài ok lắm đỡ mụn hẳn :))),Mặt Nạ Cocoon Bí Đao Giảm Dầu & Mụn 30ml,4.9,positive
2715,251900024,0,Mặt nạ ok lắm nha. Ôm sát mặt. Cấp ẩm đỉnh. Mịn mướt,"Mặt Nạ Rainbow L'Affair Cấp Ẩm, Ngừa Lão Hóa Da 25ml",5.0,positive
2716,422204914,0,"mặt nạ ổn áp nha, đắp xong da rất mềm",Mặt Nạ Garnier Vitamin C & Salicylic Acid Giảm Mụn 23g,5.0,positive
2717,365000014,1,tại sao e đặt 10 miếng mặt nạ 10 loại nhưng lại giao 1 loại thôi vậy,"Mặt Nạ Foodaholic Vitamin B Dưỡng Ẩm, Se Lỗ Chân Lông 23g",4.6,negative
2718,422202580,0,Mới sd được 2 ngày. Thấy da mặt sờ vô mịn nên mình nghĩ cấp ẩm tốt. Nhưng bị rít trên da. Sd serum xong mặt mình bị đen nhẻm nhìn bóng dầu dù mình mới rửa mặt xong. Sẽ sd hết chai rồi review tiếp,"Ampoule Angel's Liquid Dưỡng Sáng Da, Mờ Thâm Nám 30ml",4.7,positive
2719,422218631,0,Có dùng dc cho mẹ bầu k a?,Combo 2 Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 125ml (Mới),4.5,positive
2720,422208238,0,mẹ mình xài hết 1 lọ và thấy rất okela nên bảo mik đặt thêm,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,positive
2721,204100070,0,"Mình có mua cho mẹ sài chai này vì thấy da mẹ khô quá. Mẹ mình dùng thì khen quá trời, mấy cái nếp nhăn đuôi mắt cũng giảm đáng kể, trộm vía có khi vài bữa da còn đẹp hơn mình ấy chứ =))",Serum Eucerin Cấp Ẩm & Ngăn Ngừa Lão Hóa 30ml,4.9,positive
2722,422205884,0,"Mình mua về cho mẹ dùng được 1 tháng nay trộm vía da mẹ mờ thâm với đốm nâu hẳn luôn. Da đều màu với căng hơn trước á. Chắc phải dùng thêm nữa mới biết rõ kết quả như nào, mình sẽ feedback thêm ^^",Kem Dưỡng Angel's Liquid Làm Mờ Nám Chuyên Sâu 50ml,4.0,positive
2723,386000014,0,"Mình mua cho mẹ dùng, mẹ rất thích luôn","Mặt Nạ Mắt JMsolution Mật Ong Mờ Quầng Thâm, Nếp Nhăn 90g",4.8,positive
2724,248700042,0,Mua cho mẹ sài mà mẹ khen quá trời chất kem mỏng thấm nhanh không kích ứng á chòi,Kem Dưỡng Naris Cosmetics Collagen Ngừa Lão Hóa Da 48g,4.9,positive
2725,222600030,0,"Mua cho mẹ sử dụng, da mềmmịn và căng hơn nhiều",Nước Dưỡng Bio-essence Vàng 24K Ngừa Lão Hoá Da 150ml,5.0,positive
2726,248700042,0,Mình mua cho mẹ mình dùng sản phẩm này rất thích và chống lão hoá rất thích,Kem Dưỡng Naris Cosmetics Collagen Ngừa Lão Hóa Da 48g,4.9,positive
2727,422211548,0,mẹ mình xài thích lắm,Combo 2 Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Đêm 50g,4.8,positive
2728,371600006,0,"mình mua cho mẹ mình xài, xài đc 2 tuần thấy đã trắng, căng mướt hẳn, giá HSSV, đáng để mua, ai cũng hỏi mẹ mình xài sp gì mà thấy đã thấy đổi hẳn","Serum Balance Active Formula Làm Sáng Da, Mờ Thâm 30ml",4.7,positive
2729,422208238,0,"Lúc trước em và mẹ có đi hasaki thì đc chị nhân viên tư vấn chai serum này. Mẹ em đã xài và thấy rất thích, có cải thiện nếp nhăn và da căng bóng hơn >",Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,positive
2730,222600057,0,"Mẹ mình xài thấy ok lắm, da cải thiện từ từ, kiểu sáng khoẻ và đỡ khô hơn trước khá nhiều. Bạn bè của mẹ ai cũng khen.",Kem Dưỡng Bio-essence Dưỡng Da Tươi Sáng Căng Mọng 50g,4.8,positive
2731,100230069,0,Bông mềm và không bị rã,Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng,4.9,positive
2732,237800007,0,"bông mềm, ko bị rát",Bông Tẩy Trang Mihoo Bông Tròn Túi 150 Miếng,5.0,positive
2733,422201822,0,"phải nói là quá ok, mng nên mua thật sự. Bông mềm ko bị xơ nát bông lúc lau, 50k tận 222 miếng dùng đúng lâu luôn. Quá là ổn",Bông Tẩy Trang LilyBell Lilian Puff Cotton 222 Miếng,5.0,positive
2734,422212333,0,"bông mềm, không bị xơi bông, nên mua với tầm giá này cho 150 miếng thì okela",Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.7,positive
2735,422211640,0,"Bông mềm, ko rát da, rẻ",Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.7,positive
2736,308500001,0,"Dùng xong da mềm, mướt. Kiềm dầu khá tốt. Không bị căng khó chịu như một số loại srm khác mặc dù vô tình thấy bạn rivieơ nào đó đánh giá có độ ph cao.",Sữa Rửa Mặt Naruko Dạng Bùn Tràm Trà 120ml,4.9,positive
2737,100210014,0,da mềm mịn và có vẻ sáng hơn,Tẩy Da Chết Paula’s Choice 5% AHA Cho Da Thường Khô 50ml,5.0,positive
2738,100140034,0,"Da mềm mịn hơn, hấp thụ vào da nhanh, không nhờn rít, độ tuổi bước vào giai đoạn lão hóa dùng em này ok",Mặt Nạ Ngủ Laneige Dưỡng Ẩm & Tăng Khả Năng Tự Vệ Da 70ml,4.0,positive
2739,422209262,0,"Dùng combo này da mềm mịn hẳn luôn, vote cho sp 10 điểm",Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml),5.0,positive
2740,422203302,0,"Mềm mịn , ko bị xơ bông, thích nhất loại này .!",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 210 miếng,4.6,positive
2741,422203300,0,"Bông mềm mịn, không gây rát da sau khi dùng, giá lại tốt nữa",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.6,positive
2742,237800005,0,"Bông xài mềm mịn, ko sơ bông",Bông Tẩy Trang Mihoo Bông Tròn Túi 200 Miếng,4.8,positive
2743,237800005,0,"Bông mềm mịn, dai, thấm hút tốt. Trước giờ mình vẫn dùng Ipek, một lần dùng thử em này mà thành chân ái luôn",Bông Tẩy Trang Mihoo Bông Tròn Túi 200 Miếng,4.8,positive
2744,100230069,0,"mềm mịn, không để lại xơ bông",Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng,4.9,positive
2745,211300007,0,"Dùng xong da mềm mịn, sản phẩm như Cetaphi ko cồn, ko chất tạo mùi",Sữa Rửa Mặt Simple Giúp Da Sạch Thoáng 150ml,4.7,positive
2746,237800005,0,bông mềm nhẹ,Bông Tẩy Trang Mihoo Bông Tròn Túi 200 Miếng,4.8,positive
2747,422203776,0,"Bông mềm,sài êm lắmm",Combo 4 Bông Tẩy Trang Ipek 150 Miếng,3.9,positive
2748,422203300,0,"bông mềm, xài êm, nhìu mà rẻ nữa, mua 2 3 bịch luôn r á, rcm lắm nha!!!",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.6,positive
2749,422201822,0,Bông mềm và dai đáng tiền cực kì khác vs mấy bông tròn tròn dùng rất rát bông này lại ko tốn nc tẩy tranh nữa chứ,Bông Tẩy Trang LilyBell Lilian Puff Cotton 222 Miếng,5.0,positive
2750,243300007,0,Bông mềm tốt,Bông Tẩy Trang Ipek 150 Miếng,3.9,positive
2751,422212333,0,"bông khá mềm, đường viền chắc chắn, ít xơ lắm",Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.7,positive
2752,100230069,0,Bông này mềm cực thích,Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng,4.9,positive
2753,100230069,0,"Bông mềm, không xơ, có viền, dạng túi, so với Slicot xanh lá thì mỏng hơn nên giá rẻ hơn nha. Nên mua.",Bông Tẩy Trang Silcot Cơ Bản Hộp 82 Miếng,4.9,positive
2754,422209443,0,mềm môi không bị bóng ngọt ngọt thơm rất đáng để mua lại nhiều lần,Mặt Nạ Ngủ Môi Mediheal 10ml,4.3,positive
2755,422205335,1,"thoa nó mềm môi đc moitj lát xong cx y như cũ, chán nha","Tinh Chất Dưỡng Môi Senka Cấp Ẩm & Ngừa Khô, Nẻ Môi 10g",40.0,negative
2756,237800005,0,"thật sự là mềm mềm mềm mềm lắm luôn, mềm hơn những loại mình từng dùng, phần viền cũng đc ép khá chắc chắn, khi dùng ko gây sát thương lên da, mua set 200 miếng cũng rất lợi",Bông Tẩy Trang Mihoo Bông Tròn Túi 200 Miếng,4.8,positive
2757,100240016,0,Dạ mềm mịn và có vẻ sáng hơn,Dung Dịch Tẩy Da Chết Paula’s Choice 2% BHA 118ml,4.9,positive
2758,100210014,0,Dạ mềm mịn và có vẽ sáng hơn,Tẩy Da Chết Paula’s Choice 5% AHA Cho Da Thường Khô 50ml,5.0,positive
2759,243300007,0,"Đánh giá cao em này hơn em jomi, bông mềm, mỏng chắc, các mép được cố định, hút tốt, thích hợp để sử dụng toner lên da.",Bông Tẩy Trang Ipek 150 Miếng,3.9,positive
2760,100210014,0,Da mền mịn có vẻ sáng hơn,Tẩy Da Chết Paula’s Choice 5% AHA Cho Da Thường Khô 50ml,5.0,positive
2761,422209052,0,"Da sáng , mịn hơn , mình đã mua thêm 1 bộ để dùng","Kem Dưỡng Swiss Image Sáng Da, Giảm Thâm Nám Ban Đêm 50ml",4.9,positive
2762,318900002,1,"Mới sd đc 2 lần. Thấy da mịn, bề mặt da ko bị sần sùi và bong da nữa. Da căng mịn quá nên chưa quen. Sau vài ngày căng thì nó bong da. Chắc do da khô xài e này nên càng khô. Mụn lên nhiều. Ngưng dùng thì đỡ mụn lun. Đành đợi hết mụn xài vậy hic. Có lẽ k bị kích ứng khi bôi toàn mặt. Chỉ bôi lên thâm mụn thôi huhu",Serum Klairs Vitamin C Cho Da Nhạy Cảm 35ml,4.5,negative
2763,422212097,0,"làm mịn da, chất lượng hợp với giá tiền",Sữa Chống Nắng Senka Cho Da Nhạy Cảm 40ml,4.6,positive
2764,422208238,0,chai này xài da mịn căng bóng đẹp hơn mong đợi nha,Tinh Chất B.O.M Vàng 24K Làm Sáng Và Săn Chắc Da 30ml,5.0,positive
2765,371600006,0,Da dùng xong mịn và sáng lên hàng chuẩn tem mác đầy đủ,"Serum Balance Active Formula Làm Sáng Da, Mờ Thâm 30ml",4.7,positive
2766,422211640,0,"Bông vừa mịn, không sơ, thấm nước không bị tan nên mua ạ",Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,4.7,positive
2767,223600036,0,"Kem mịn, sử dụng lành tính, da m rất nhạy cảm mà dùng lại thấy rất ok",Chống Nắng Serum Senka 3 In 1 Dưỡng Sáng Da Nâng Tông 40g,4.4,positive
2768,422203301,0,"Bông mịn lắm ạ tuy hơi mỏng Bông được dập chắc chắn, tẩy trang mạnh cũng ko bị rách",Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng,4.6,positive
2769,245500001,0,"Mịn da lắm, có mùi hơi nồng.",Tẩy Tế Bào Chết Rosette Cho Mọi Loại Da 120g,4.7,positive
2770,422206541,0,Mịn màn và bớt tiết dầu hơn,Sữa Rửa Mặt Eucerin Tạo Bọt Làm Sáng Da 50g,4.8,positive
2771,237800005,0,"Bông dai mịn mềm, giá rẻ nhưng lau hay bị toác viền ra",Bông Tẩy Trang Mihoo Bông Tròn Túi 200 Miếng,4.8,positive
2772,204100003,0,"Kem xài vừa mịn vừa đều da,da nắng cũng khá tự .Tối rất hài lòng.",Kem Chống Nắng Eucerin Kiềm Dầu & Ngừa Mụn 50ml,4.7,positive
2773,204900025,0,"Thoa lên da mịn thích lắm, k rít như mấy sp khác.","Nước Tẩy Trang La Roche-Posay Cho Da Dầu, Nhạy Cảm 400ml",4.5,positive
2774,422203617,0,"xài ok, mịn thấm nhanh, thơm",Sữa Dưỡng Ẩm Embryolisse Siêu Phục Hồi Da 75ml,4.7,positive
2775,422202569,0,mịn da và bớt tiết dầu hơn,Sữa Rửa Mặt Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 400ml,4.5,positive
2776,422201725,0,"kem xài rất mịn da ngay 1 đêm sử dụng, K bị đổ dầu khi thức dậy",Kem Dưỡng B.O.M Chiết Xuất 8 Loại Trà Cấp Ẩm Da 50g,5.0,positive
2777,245500009,0,dùng xong cảm thấy da rất mịn màng luôn í,Tẩy Tế Bào Chết Rosette Cho Mọi Loại Da 180g,4.7,positive
2778,100210023,0,"Da mịn màng, căng bóng chỉ sau 1 lần dùng, thật bất ngờ",Serum Timeless Vitamin B5 Làm Dịu & Phục Hồi Da 30ml,4.9,positive
2779,371600006,0,"mk mua từ 11/2021 đến 13/3/2022 dùng mới hết, da mịn màng, lỗ chân lông dc thu nhỏ, sáng trắng trông thấy, mụn giảm hẳn, mk bh tự tin để mặt mộc luôn,sử dụng sáng tối sau dần da mặt cải thiện mk chỉ dùng buổi tối, giá khá là sinh viên nên sẽ mua dùn tiếp, rất đáng muaa","Serum Balance Active Formula Làm Sáng Da, Mờ Thâm 30ml",4.7,positive
2780,422206541,0,Mịn màng và bớt tiết dầu hơn,Sữa Rửa Mặt Eucerin Tạo Bọt Làm Sáng Da 50g,4.8,positive
2781,422203300,0,bông mịn tẩy êm da,Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.6,positive
2782,422203807,0,"Có miếng mỏng, miếng dày. Ko dc mềm cho lắm, xài đôi khi rát mặt. Nhma với giá rẻ như v là quá ok r",Combo 2 Bông Tẩy Trang Ipek 150 Miếng,3.9,positive
2783,422203301,0,bông mỏng mềm trên da sử dụng toner là hợp lý nhất nha ❤️,Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng,4.6,positive
2784,422209671,0,"da mình mỏng, nhạy cảm mà dùng chai này rất ok,",Nước Tẩy Trang Simple Làm Sạch Trang Điểm Vượt Trội 400ml,4.5,positive
2785,100180089,0,Mỏng nhẹ,Kem Dưỡng Avène Giảm Khô Ngứa Cho Da Viêm Thể Tạng 200ml,4.7,positive
2786,422214321,0,Siêu mỏng nhẹ chống nắng đỉnh,Combo 2 Kem Chống Nắng L'Oreal Paris X20 Thoáng Da Mỏng Nhẹ 50ml,4.1,positive
2787,422222786,0,"Mình xài chai thứ 2 rồi, mỏng nhẹ ko bí. Mình xài kcn rất dễ bị mụn ẩn nhưng dòng này thì không. Độ chống nắng ok. Mình xài nia của oh oh với bakuchiol rồi serum mụn của martiderm mà dùng chống nắng này thấy độ bảo vệ ôk . Canh sale thì rẻ quá chừng",Combo 2 Sữa Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml,4.8,positive
2788,248700057,1,"Kem sài mỏng nhẹ ko gây kích ứng da, cấp ẩm bóng mịn nha",Kem Dưỡng Naris Cosmetics Cấp Ẩm Chuyên Sâu 48g,5.0,negative
2789,422221873,0,"mỏng nhẹ, ko vàng áo, từng xài nhiều loại, thấy e này là ok nhất",Combo 2 Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml+20ml (Bản Mới 2024),4.9,positive
2790,248700035,1,"mỏng nhẹ, lấp lánh nâng tone ra màu đẹp nhưng không hiểu sao mình bôi lớp rất mỏng rồi, trước đó chỉ dùng serum B5 chờ khô thôi nhưng kcn apply lên vẫn có vẻ như ko thấm mà bám trên bề mặt, lỡ đụng xíu là thành ghét hoặc vảy màu trắng như bong tróc",Kem Chống Nắng Naris Cosmetics Dạng Gel Nâng Tone Da 80g,4.7,negative
2791,422206421,0,Mỏng nhẹ nhưng cay mắt,Kem Chống Nắng Hatomugi Nâng Tông & Dưỡng Ẩm Da 70g,4.1,positive
2792,422212361,0,"Mỏng nhẹ mặt lắm, phù hợp với đứa ra đường chỉ thoa kem chống nắng và đánh miếng son như tui. Nâng tone nhẹ, ai thích tone tự nhiên thì tham khảo em này. Thấy nói thành phần dưỡng da serum nên cũng hi vọng càng dùng càng đẹp. Phù hợp cho mọi loại da nha",Serum Chống Nắng Sunplay Ngừa Sạm Nám Dạng Sữa 50g,5.0,positive
2793,308900002,1,"Mỏng, nhẹ, nâng tông, ko bết rít, ko chê vào đâu dc",Tinh Chất Chống Nắng Tenamyd Dạng Nước SPF50/PA+++ 70ml,4.8,negative
2794,204100003,1,Mỏng nhẹ. Thấm và ráo nhanh trên giá. Khuyết điểm duy nhất chính là không chống nước. Mồ hôi ra là trôi tuột đi đâu hết trơn,Kem Chống Nắng Eucerin Kiềm Dầu & Ngừa Mụn 50ml,4.7,negative
2795,422207023,0,"Lotion mỏng nhẹ, thấm nhanh không gây bí tắc hay lên mụn (mình da khô). Buổi sáng mình dùng em này thay cho dưỡng ẩm, 100 đỉm","Dung Dịch Hada Labo Dưỡng Ẩm Tối Ưu Da Thường, Khô 40ml",5.0,positive
2796,422207283,0,Mỏng nhẹ thấm nhanh không nâng tông rất tự nhiên .,Kem Chống Nắng Eucerin Kiềm Dầu (Có Màu) 50ml,4.7,positive
2797,422214672,0,Mỏng nhẹ thấm khá ổn . Khả năng chống nắng khỏi bàn rồi,Sữa Chống Nắng La Roche-Posay Cho Da Dầu Mụn 50ml,3.7,positive
2798,422203609,0,"Sớm dùng là đc mỏng nhẹ thấm nhanh dưỡng ẩm tốt xài tuần thấy da mịn mượt nha, m da khô",Sữa Dưỡng Ẩm Embryolisse Siêu Phục Hồi Da 30ml,4.7,positive
2799,308900002,0,"mỏng nhẹ thẩm thấu vào da nhanh, ko bị đổ dầu, ko làm bít tắc lỗ chân lông gây nên mụn, da dầu mụn xài rất ok nha, kỳ đó peel da rất mỏng và nhạy cảm mà xài cái này vẫn cứ là okeeee",Tinh Chất Chống Nắng Tenamyd Dạng Nước SPF50/PA+++ 70ml,4.8,positive
2800,217300001,0,Mỏng dùng dễ bị rách trang điểm dày chắc chùi nữa bịch mới sạch quá.,Bông Tẩy Trang Jomi 120 Miếng,4.1,positive
2801,413400001,1,"Miếng bông quá mỏng. thấm có chút nước tẩy trang/toner là bông bị nhũn liền, lau lên mặt là bị tưa ra. Nên mua sản phẩm khác để đáp ứng nhu cầu tốt hơn.",Bông Tẩy Trang Inci Cotton Pads 150 Miếng,4.5,negative
2802,226200018,0,"nó mỏng còn hơn cái miếng thịt cô bán hủ tiếu gõ thái nữa, mỏng lét, kiểu ai mà chỉ có 1-2 nốt mụn thôi thì nên thử nha, che tốt mà tiệp mặt thật sự",Miếng Dán Mụn Acnes Giúp Giảm Mụn Sưng Viêm 24 Miếng,4.8,positive
2803,422203300,0,"bông mỏng nhưng dai, tiết kiệm nước tẩy trang toner lắm luôn, túi zip nhìn khá vệ sinh, mình lau khá mạnh nên nó bị bung viền nhưng cũng không bị xơ bông đâu, 240 miếng mà 45k cũng không mắc, đáng đầu tư",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.6,positive
2804,422203300,2,"mỏng vừa, lau toner hay tẩy trang đều được, đỡ tốn nước nè các ty",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.6,neutral
2805,217300001,2,"Bông mỏng, trong lúc lau dễ tơi, sau khi lau gần như bị rã ra",Bông Tẩy Trang Jomi 120 Miếng,4.1,neutral
2806,422207463,0,Ra mồ hôi là bị lem,Bút Kẻ Mắt Nước Kissme Siêu Mượt Không Trôi Màu Đen 0.4ml,40.0,positive
2807,377400001,0,"Có một chút mùi nhẹ của hương liệu, và khi tẩy trang để lại cảm giác kin kít trên da vì sạch sâu. Khuyên rằng các bạn sau khi dùng hãy rửa sạch nó bằng nước, và thực hiện các step skincare khác. Hàng đóng gói đẹp, giao hàng rất nhanh. Đặt từ 11h sáng tại Gò Vấp nhưng chiều ấy đã lấy được hàng vì cần gấp. Cảm ơn Hasaki vì đã thực hiện các thao tác giao hàng và gói hàng cũng như chất lượng được tuyệt vời như vậy.","Nước Tẩy Trang Derladie Ngừa Mụn, Hỗ Trợ Làm Sạch Da 500ml",4.6,positive
2808,318900002,0,Sử dụng được một nửa lọ thì bị đổi thành màu vàng có nên sử dụng tiếp không ạ?.,Serum Klairs Vitamin C Cho Da Nhạy Cảm 35ml,4.5,positive
2809,223600040,1,"mới đầu mình xài cũng nổi mụn li ti 1 chút, nhưng ngưng 2,3 ngày sử dụng lại thì k bị kích ứng nữa, da căng mướt hơn lúc trước, có nâng tone một tí.",Kem Dưỡng Senka Sáng Da Chống Nắng Ban Ngày 50g,4.1,negative
